name,mag,e_mag
c26202,16.2532,0.0061
gj7541a,12.8767,0.0016
hz21,15.7949,0.0043
kf06t2,12.9857,0.006
sf1615_001a,16.2785,0.0033
snap2,15.8494,0.0039
wd0148_467,13.2821,0.0024
wd0227_050,13.7377,0.0079
wd0809_177,14.2873,0.0069
wd1919_145,13.8432,0.0026
wd2149_021,13.6558,0.0062
wd1057_719,15.8435,0.0043
