name,mag,e_mag
1740346,11.971,0.021
agk_81d266,13.119,0.025
bd_75d325,10.716,0.021
c26202,14.849,0.049
feige110,12.97,0.027
feige34,11.523,0.021
g191b2b,12.954,0.027
hd009051,6.599,0.02
hd128998,5.698,0.045
hd14943,5.245,0.068
hd165459,6.547,0.023
hd172728,5.715,0.041
hd209458,6.191,0.027
hd2811,7.02,0.02
hd60753,6.863,0.02
hd93521,7.78,0.021
hz44,12.83,0.025
kf06t2,11.177,0.02
kf08t3,11.01,0.02
sf1615_001a,14.974,0.074
snap2,14.54,0.033
wd0227_050,13.468,0.033
